date;y;x;temp_avg;temp_max;temp_min;prec;global_rad;vapour_press;site;wind_speed_avg;snow_depth;pot_evap
2006-01-01;7345000;3435000;-2.3;-0.1;-4.9;3.5;76;5.01;lintupirtti;2.0;NaN;NaN
2006-01-02;7345000;3435000;-2.0;-0.7;-2.6;0.0;140;5.04;lintupirtti;2.0;NaN;NaN
2006-01-03;7345000;3435000;-4.1;-1.8;-6.2;0.0;97;4.23;lintupirtti;2.0;NaN;NaN
2006-01-04;7345000;3435000;-4.3;-1.8;-6.8;1.5;130;4.16;lintupirtti;2.0;NaN;NaN
2006-01-05;7345000;3435000;-1.5;-0.4;-2.5;0.0;292;5.3;lintupirtti;2.0;NaN;NaN
2006-01-06;7345000;3435000;-4.3;-0.7;-5.9;0.3;259;4.31;lintupirtti;2.0;NaN;NaN
2006-01-07;7345000;3435000;-5.1;-2.5;-7.0;0.0;205;3.91;lintupirtti;2.0;NaN;NaN
2006-01-08;7345000;3435000;-8.6;-5.7;-11.9;0.1;162;3.06;lintupirtti;2.0;NaN;NaN
2006-01-09;7345000;3435000;-8.6;-3.7;-13.1;0.8;281;3.22;lintupirtti;2.0;NaN;NaN
2006-01-10;7345000;3435000;-2.5;-1.4;-4.3;0.3;356;4.73;lintupirtti;2.0;NaN;NaN
2006-01-11;7345000;3435000;-0.9;0.7;-3.2;1.7;227;5.54;lintupirtti;2.0;NaN;NaN
2006-01-12;7345000;3435000;1.1;2.8;-0.1;0.9;400;5.84;lintupirtti;2.0;NaN;NaN
2006-01-13;7345000;3435000;-4.2;0.4;-8.0;0.0;626;4.21;lintupirtti;2.0;NaN;NaN
2006-01-14;7345000;3435000;-2.6;-0.2;-9.0;0.6;281;4.83;lintupirtti;2.0;NaN;NaN
2006-01-15;7345000;3435000;-7.7;-1.2;-13.1;0.1;832;3.45;lintupirtti;2.0;NaN;NaN
2006-01-16;7345000;3435000;-9.3;-5.4;-14.6;0.1;540;3.03;lintupirtti;2.0;NaN;NaN
2006-01-17;7345000;3435000;-14.8;-6.5;-18.1;0.4;572;1.37;lintupirtti;2.0;NaN;NaN
2006-01-18;7345000;3435000;-19.3;-18.0;-25.4;0.5;1199;0.55;lintupirtti;2.0;NaN;NaN
2006-01-19;7345000;3435000;-27.6;-24.3;-30.3;0.0;1048;0.47;lintupirtti;2.0;NaN;NaN
2006-01-20;7345000;3435000;-28.0;-25.9;-30.8;0.1;778;0.43;lintupirtti;2.0;NaN;NaN
2006-01-21;7345000;3435000;-26.1;-24.1;-28.9;0.0;983;0.51;lintupirtti;2.0;NaN;NaN
2006-01-22;7345000;3435000;-21.0;-17.4;-26.7;5.0;842;0.85;lintupirtti;2.0;NaN;NaN
2006-01-23;7345000;3435000;-5.9;-2.1;-16.4;0.4;378;3.76;lintupirtti;2.0;NaN;NaN
2006-01-24;7345000;3435000;-1.8;-0.2;-5.9;13.5;313;5.21;lintupirtti;2.0;NaN;NaN
2006-01-25;7345000;3435000;-5.2;-0.2;-8.3;1.4;907;3.95;lintupirtti;2.0;NaN;NaN
2006-01-26;7345000;3435000;-3.7;0.7;-12.2;2.7;583;4.69;lintupirtti;2.0;NaN;NaN
2006-01-27;7345000;3435000;-1.6;2.2;-3.6;0.0;1393;4.56;lintupirtti;2.0;NaN;NaN
2006-01-28;7345000;3435000;-8.4;-3.0;-14.2;0.0;810;3.11;lintupirtti;2.0;NaN;NaN
2006-01-29;7345000;3435000;-7.6;-4.1;-13.3;0.1;1404;3.18;lintupirtti;2.0;NaN;NaN
2006-01-30;7345000;3435000;-9.4;-4.2;-14.5;0.0;1782;2.56;lintupirtti;2.0;NaN;NaN
2006-01-31;7345000;3435000;-17.9;-11.7;-24.0;2.3;1534;1.41;lintupirtti;2.0;NaN;NaN
2006-02-01;7345000;3435000;-11.0;-9.5;-13.5;5.0;767;2.41;lintupirtti;2.0;NaN;NaN
2006-02-02;7345000;3435000;-14.3;-11.7;-15.7;2.0;1199;1.7;lintupirtti;2.0;NaN;NaN
2006-02-03;7345000;3435000;-20.6;-14.7;-25.2;0.1;2462;0.92;lintupirtti;2.0;NaN;NaN
2006-02-04;7345000;3435000;-25.1;-19.5;-27.4;0.0;2614;0.65;lintupirtti;2.0;NaN;NaN
2006-02-05;7345000;3435000;-26.2;-20.1;-30.5;0.0;3002;0.6;lintupirtti;2.0;NaN;NaN
2006-02-06;7345000;3435000;-23.3;-16.3;-31.6;0.0;2894;0.9;lintupirtti;2.0;NaN;NaN
2006-02-07;7345000;3435000;-16.0;-13.5;-18.7;1.4;1242;1.46;lintupirtti;2.0;NaN;NaN
2006-02-08;7345000;3435000;-10.5;-7.9;-14.0;1.0;756;2.66;lintupirtti;2.0;NaN;NaN
2006-02-09;7345000;3435000;-10.9;-8.3;-13.1;1.1;983;2.47;lintupirtti;2.0;NaN;NaN
2006-02-10;7345000;3435000;-11.4;-7.3;-15.4;0.0;3402;2.38;lintupirtti;2.0;NaN;NaN
2006-02-11;7345000;3435000;-16.9;-10.6;-20.7;0.0;3618;1.48;lintupirtti;2.0;NaN;NaN
2006-02-12;7345000;3435000;-10.6;-6.4;-19.1;0.5;983;2.77;lintupirtti;2.0;NaN;NaN
2006-02-13;7345000;3435000;-4.7;-2.7;-8.1;0.5;1361;4.15;lintupirtti;2.0;NaN;NaN
2006-02-14;7345000;3435000;-11.9;-5.7;-18.8;0.0;3143;2.33;lintupirtti;2.0;NaN;NaN
2006-02-15;7345000;3435000;-6.0;-3.7;-12.7;0.4;853;3.72;lintupirtti;2.0;NaN;NaN
2006-02-16;7345000;3435000;-7.2;-4.3;-8.9;0.5;1220;3.12;lintupirtti;2.0;NaN;NaN
2006-02-17;7345000;3435000;-12.5;-8.0;-13.9;0.1;4147;2.0;lintupirtti;2.0;NaN;NaN
2006-02-18;7345000;3435000;-16.1;-12.1;-20.8;0.8;4450;1.55;lintupirtti;2.0;NaN;NaN
2006-02-19;7345000;3435000;-12.1;-8.6;-17.9;1.5;2894;2.2;lintupirtti;2.0;NaN;NaN
2006-02-20;7345000;3435000;-13.4;-9.0;-19.2;0.1;2797;1.92;lintupirtti;2.0;NaN;NaN
2006-02-21;7345000;3435000;-14.7;-10.3;-20.9;1.7;4266;1.72;lintupirtti;2.0;NaN;NaN
2006-02-22;7345000;3435000;-6.8;-4.6;-11.3;1.4;2063;3.47;lintupirtti;2.0;NaN;NaN
2006-02-23;7345000;3435000;-5.3;-1.0;-9.3;0.0;4072;3.96;lintupirtti;2.0;NaN;NaN
2006-02-24;7345000;3435000;-3.5;3.2;-11.5;0.0;2473;3.99;lintupirtti;2.0;NaN;NaN
2006-02-25;7345000;3435000;-11.2;-2.0;-16.3;0.0;6016;2.24;lintupirtti;2.0;NaN;NaN
2006-02-26;7345000;3435000;-19.6;-8.9;-26.5;0.1;7290;1.12;lintupirtti;2.0;NaN;NaN
2006-02-27;7345000;3435000;-19.6;-11.3;-27.3;0.0;8100;1.13;lintupirtti;2.0;NaN;NaN
2006-02-28;7345000;3435000;-16.0;-11.9;-19.3;0.5;4363;1.52;lintupirtti;2.0;NaN;NaN
2006-03-01;7345000;3435000;-16.7;-12.1;-21.2;0.1;3780;1.42;lintupirtti;2.0;NaN;NaN
2006-03-02;7345000;3435000;-18.9;-13.5;-23.2;0.1;6134;1.13;lintupirtti;2.0;NaN;NaN
2006-03-03;7345000;3435000;-18.7;-12.1;-21.4;0.0;4309;1.19;lintupirtti;2.0;NaN;NaN
2006-03-04;7345000;3435000;-18.5;-10.6;-26.7;0.0;7160;1.23;lintupirtti;2.0;NaN;NaN
2006-03-05;7345000;3435000;-16.7;-11.4;-20.7;0.0;5573;1.39;lintupirtti;2.0;NaN;NaN
2006-03-06;7345000;3435000;-20.2;-11.7;-26.9;0.0;8489;1.02;lintupirtti;2.0;NaN;NaN
2006-03-07;7345000;3435000;-22.9;-12.2;-30.3;0.0;9256;0.81;lintupirtti;2.0;NaN;NaN
2006-03-08;7345000;3435000;-20.3;-11.4;-30.0;0.3;6059;1.19;lintupirtti;2.0;NaN;NaN
2006-03-09;7345000;3435000;-10.8;-4.9;-15.0;0.2;7182;2.16;lintupirtti;2.0;NaN;NaN
2006-03-10;7345000;3435000;-9.7;-4.7;-17.5;1.4;6340;2.7;lintupirtti;2.0;NaN;NaN
2006-03-11;7345000;3435000;-6.1;-1.9;-10.9;0.0;7463;2.9;lintupirtti;2.0;NaN;NaN
2006-03-12;7345000;3435000;-8.1;0.7;-18.6;0.0;8230;2.68;lintupirtti;2.0;NaN;NaN
2006-03-13;7345000;3435000;-8.6;0.2;-18.1;0.0;11329;2.67;lintupirtti;2.0;NaN;NaN
2006-03-14;7345000;3435000;-7.1;-1.1;-11.9;0.0;8791;2.85;lintupirtti;2.0;NaN;NaN
2006-03-15;7345000;3435000;-9.8;-2.3;-18.1;0.0;11318;2.42;lintupirtti;2.0;NaN;NaN
2006-03-16;7345000;3435000;-5.9;0.6;-11.3;0.0;8532;3.07;lintupirtti;2.0;NaN;NaN
2006-03-17;7345000;3435000;-2.3;4.9;-10.3;1.2;5778;4.33;lintupirtti;2.0;NaN;NaN
2006-03-18;7345000;3435000;-0.8;2.2;-2.8;2.9;5238;4.67;lintupirtti;2.0;NaN;NaN
2006-03-19;7345000;3435000;-5.8;-2.4;-7.1;0.0;8262;2.87;lintupirtti;2.0;NaN;NaN
2006-03-20;7345000;3435000;-9.0;-3.7;-14.5;0.1;12528;2.27;lintupirtti;2.0;NaN;NaN
2006-03-21;7345000;3435000;-8.1;-3.9;-11.0;0.0;10778;2.47;lintupirtti;2.0;NaN;NaN
2006-03-22;7345000;3435000;-8.5;-3.2;-13.2;0.0;12193;2.28;lintupirtti;2.0;NaN;NaN
2006-03-23;7345000;3435000;-8.2;-2.5;-14.0;0.1;10854;2.21;lintupirtti;2.0;NaN;NaN
2006-03-24;7345000;3435000;-6.3;-1.4;-11.1;1.6;7042;3.3;lintupirtti;2.0;NaN;NaN
2006-03-25;7345000;3435000;-8.4;-2.4;-13.7;0.0;10519;2.9;lintupirtti;2.0;NaN;NaN
2006-03-26;7345000;3435000;-11.3;-1.4;-20.9;0.0;12420;2.17;lintupirtti;2.0;NaN;NaN
2006-03-27;7345000;3435000;-11.8;-1.5;-20.0;0.0;13532;2.0;lintupirtti;2.0;NaN;NaN
2006-03-28;7345000;3435000;-8.8;-1.9;-16.2;0.0;12917;2.14;lintupirtti;2.0;NaN;NaN
2006-03-29;7345000;3435000;-9.0;-2.9;-17.0;0.0;11610;2.14;lintupirtti;2.0;NaN;NaN
2006-03-30;7345000;3435000;-10.4;-4.8;-18.9;0.5;15023;1.94;lintupirtti;2.0;NaN;NaN
2006-03-31;7345000;3435000;-7.7;-4.6;-12.2;1.7;4158;2.96;lintupirtti;2.0;NaN;NaN
2006-04-01;7345000;3435000;-3.8;-1.5;-5.9;6.8;4525;4.22;lintupirtti;2.0;NaN;NaN
2006-04-02;7345000;3435000;-5.4;-1.0;-11.5;0.0;13003;3.47;lintupirtti;2.0;NaN;NaN
2006-04-03;7345000;3435000;-2.1;1.3;-6.1;2.2;10271;4.51;lintupirtti;2.0;NaN;NaN
2006-04-04;7345000;3435000;-0.5;1.2;-1.9;0.8;5465;5.41;lintupirtti;2.0;NaN;NaN
2006-04-05;7345000;3435000;0.3;3.1;-1.8;2.4;12604;4.8;lintupirtti;2.0;NaN;NaN
2006-04-06;7345000;3435000;0.5;2.1;-0.4;3.3;5821;5.64;lintupirtti;2.0;NaN;NaN
2006-04-07;7345000;3435000;0.6;3.7;-1.8;1.3;12042;4.76;lintupirtti;2.0;NaN;NaN
2006-04-08;7345000;3435000;0.0;2.0;-2.6;3.7;5724;5.62;lintupirtti;2.0;NaN;NaN
2006-04-09;7345000;3435000;2.8;6.4;0.0;1.3;7808;6.13;lintupirtti;2.0;NaN;NaN
2006-04-10;7345000;3435000;4.2;8.5;0.1;0.0;13219;5.3;lintupirtti;2.0;NaN;NaN
2006-04-11;7345000;3435000;2.6;5.3;0.8;0.0;9601;5.8;lintupirtti;2.0;NaN;NaN
2006-04-12;7345000;3435000;1.7;5.8;-0.4;0.0;10886;5.38;lintupirtti;2.0;NaN;NaN
2006-04-13;7345000;3435000;1.8;5.7;-2.6;0.0;11642;5.2;lintupirtti;2.0;NaN;NaN
2006-04-14;7345000;3435000;2.5;6.1;-0.7;0.0;12172;5.21;lintupirtti;2.0;NaN;NaN
2006-04-15;7345000;3435000;0.7;4.3;-3.2;0.0;9180;4.93;lintupirtti;2.0;NaN;NaN
2006-04-16;7345000;3435000;0.4;4.5;-3.2;0.2;11610;5.21;lintupirtti;2.0;NaN;NaN
2006-04-17;7345000;3435000;3.0;7.5;-1.8;4.0;11610;6.07;lintupirtti;2.0;NaN;NaN
2006-04-18;7345000;3435000;2.4;5.2;0.6;1.5;6836;6.19;lintupirtti;2.0;NaN;NaN
2006-04-19;7345000;3435000;0.9;3.3;-0.2;0.0;7160;6.01;lintupirtti;2.0;NaN;NaN
2006-04-20;7345000;3435000;1.9;6.6;-1.2;0.0;18446;5.45;lintupirtti;2.0;NaN;NaN
2006-04-21;7345000;3435000;1.9;7.1;-5.1;0.0;16524;5.06;lintupirtti;2.0;NaN;NaN
2006-04-22;7345000;3435000;2.9;8.4;-2.5;0.0;21730;4.51;lintupirtti;2.0;NaN;NaN
2006-04-23;7345000;3435000;2.8;7.6;-3.2;0.0;11826;4.67;lintupirtti;2.0;NaN;NaN
2006-04-24;7345000;3435000;4.4;9.4;1.2;0.0;15077;6.13;lintupirtti;2.0;NaN;NaN
2006-04-25;7345000;3435000;6.0;12.4;-1.9;0.0;14170;5.58;lintupirtti;2.0;NaN;NaN
2006-04-26;7345000;3435000;9.2;13.8;4.0;0.0;21632;5.22;lintupirtti;2.0;NaN;NaN
2006-04-27;7345000;3435000;9.1;13.9;3.8;0.0;20369;5.41;lintupirtti;2.0;NaN;NaN
2006-04-28;7345000;3435000;8.6;13.5;3.2;0.0;22129;4.46;lintupirtti;2.0;NaN;NaN
2006-04-29;7345000;3435000;7.3;12.6;0.4;0.0;23976;3.21;lintupirtti;2.0;NaN;NaN
2006-04-30;7345000;3435000;7.3;13.0;-2.0;0.0;24419;3.21;lintupirtti;2.0;NaN;NaN
2006-05-01;7345000;3435000;7.4;14.8;-2.8;0.0;23533;3.51;lintupirtti;2.0;NaN;NaN
2006-05-02;7345000;3435000;9.8;17.5;-0.2;0.0;22572;4.39;lintupirtti;2.0;NaN;NaN
2006-05-03;7345000;3435000;8.8;15.6;1.0;0.2;13673;6.56;lintupirtti;2.0;NaN;NaN
2006-05-04;7345000;3435000;9.6;15.2;4.4;0.0;20736;8.14;lintupirtti;2.0;NaN;NaN
2006-05-05;7345000;3435000;12.6;20.7;0.4;0.0;23749;8.15;lintupirtti;2.0;NaN;NaN
2006-05-06;7345000;3435000;14.1;22.7;3.1;0.0;20207;8.32;lintupirtti;2.0;NaN;NaN
2006-05-07;7345000;3435000;15.4;24.1;2.9;0.0;24376;7.94;lintupirtti;2.0;NaN;NaN
2006-05-08;7345000;3435000;14.5;22.3;4.2;0.0;24980;6.3;lintupirtti;2.0;NaN;NaN
2006-05-09;7345000;3435000;7.8;16.0;2.5;0.0;21179;5.24;lintupirtti;2.0;NaN;NaN
2006-05-10;7345000;3435000;8.9;14.9;0.4;0.0;19570;5.83;lintupirtti;2.0;NaN;NaN
2006-05-11;7345000;3435000;9.0;15.3;1.6;2.2;13986;7.46;lintupirtti;2.0;NaN;NaN
2006-05-12;7345000;3435000;8.1;13.5;3.5;3.9;10908;8.59;lintupirtti;2.0;NaN;NaN
2006-05-13;7345000;3435000;6.7;11.3;3.2;3.0;13748;7.66;lintupirtti;2.0;NaN;NaN
2006-05-14;7345000;3435000;2.7;7.0;1.0;1.5;11232;5.72;lintupirtti;2.0;NaN;NaN
2006-05-15;7345000;3435000;0.6;5.9;-4.2;1.2;18317;4.4;lintupirtti;2.0;NaN;NaN
2006-05-16;7345000;3435000;0.7;5.8;-3.6;0.0;24732;3.58;lintupirtti;2.0;NaN;NaN
2006-05-17;7345000;3435000;2.6;7.2;-4.2;0.0;21384;3.75;lintupirtti;2.0;NaN;NaN
2006-05-18;7345000;3435000;4.0;9.6;-4.5;0.0;22918;3.99;lintupirtti;2.0;NaN;NaN
2006-05-19;7345000;3435000;8.4;13.7;-0.5;0.0;16762;5.68;lintupirtti;2.0;NaN;NaN
2006-05-20;7345000;3435000;11.5;16.5;7.3;0.0;20812;5.76;lintupirtti;2.0;NaN;NaN
2006-05-21;7345000;3435000;10.8;16.7;2.9;0.1;20131;7.39;lintupirtti;2.0;NaN;NaN
2006-05-22;7345000;3435000;12.7;17.5;6.7;0.0;18457;8.69;lintupirtti;2.0;NaN;NaN
2006-05-23;7345000;3435000;11.5;15.9;6.8;18.3;11858;11.06;lintupirtti;2.0;NaN;NaN
2006-05-24;7345000;3435000;7.2;11.3;5.9;9.6;5270;9.56;lintupirtti;2.0;NaN;NaN
2006-05-25;7345000;3435000;6.6;8.6;4.9;4.6;6631;9.02;lintupirtti;2.0;NaN;NaN
2006-05-26;7345000;3435000;7.9;11.8;5.1;3.7;12625;9.35;lintupirtti;2.0;NaN;NaN
2006-05-27;7345000;3435000;7.8;13.2;5.2;7.4;13338;8.61;lintupirtti;2.0;NaN;NaN
2006-05-28;7345000;3435000;7.0;10.4;2.2;7.0;12042;8.8;lintupirtti;2.0;NaN;NaN
2006-05-29;7345000;3435000;9.8;13.9;7.1;1.7;14148;9.91;lintupirtti;2.0;NaN;NaN
2006-05-30;7345000;3435000;8.4;10.6;6.2;0.1;7787;8.99;lintupirtti;2.0;NaN;NaN
2006-05-31;7345000;3435000;6.9;9.3;5.5;5.2;6610;8.73;lintupirtti;2.0;NaN;NaN
2006-06-01;7345000;3435000;7.7;11.0;4.7;0.1;9914;8.97;lintupirtti;2.0;NaN;NaN
2006-06-02;7345000;3435000;9.3;14.8;5.4;0.4;16729;7.73;lintupirtti;2.0;NaN;NaN
2006-06-03;7345000;3435000;10.3;14.8;6.8;1.0;18176;9.53;lintupirtti;2.0;NaN;NaN
2006-06-04;7345000;3435000;9.9;13.5;5.3;3.3;15962;8.59;lintupirtti;2.0;NaN;NaN
2006-06-05;7345000;3435000;7.2;11.0;5.1;0.0;14580;6.29;lintupirtti;2.0;NaN;NaN
2006-06-06;7345000;3435000;7.7;11.0;2.5;0.0;13630;5.84;lintupirtti;2.0;NaN;NaN
2006-06-07;7345000;3435000;10.5;15.7;3.9;0.0;28264;5.84;lintupirtti;2.0;NaN;NaN
2006-06-08;7345000;3435000;11.5;16.9;2.7;0.2;24926;6.98;lintupirtti;2.0;NaN;NaN
2006-06-09;7345000;3435000;11.9;18.0;7.1;0.0;17960;8.5;lintupirtti;2.0;NaN;NaN
2006-06-10;7345000;3435000;10.8;15.3;5.6;0.0;21395;6.35;lintupirtti;2.0;NaN;NaN
2006-06-11;7345000;3435000;12.8;18.4;5.6;0.0;23231;7.23;lintupirtti;2.0;NaN;NaN
2006-06-12;7345000;3435000;17.2;25.3;8.0;0.0;27799;9.41;lintupirtti;2.0;NaN;NaN
2006-06-13;7345000;3435000;19.3;25.7;10.0;0.1;28717;11.52;lintupirtti;2.0;NaN;NaN
2006-06-14;7345000;3435000;15.0;21.9;11.7;0.0;18468;9.86;lintupirtti;2.0;NaN;NaN
2006-06-15;7345000;3435000;12.1;17.1;5.9;0.0;26795;7.5;lintupirtti;2.0;NaN;NaN
2006-06-16;7345000;3435000;15.3;20.9;7.3;0.0;23285;9.8;lintupirtti;2.0;NaN;NaN
2006-06-17;7345000;3435000;16.0;20.8;9.0;0.0;22788;10.51;lintupirtti;2.0;NaN;NaN
2006-06-18;7345000;3435000;17.9;24.1;10.3;0.1;20898;11.19;lintupirtti;2.0;NaN;NaN
2006-06-19;7345000;3435000;17.7;22.9;12.8;0.1;21956;12.48;lintupirtti;2.0;NaN;NaN
2006-06-20;7345000;3435000;17.3;21.8;13.6;0.7;23674;15.11;lintupirtti;2.0;NaN;NaN
2006-06-21;7345000;3435000;16.6;20.2;14.0;0.5;17626;14.32;lintupirtti;2.0;NaN;NaN
2006-06-22;7345000;3435000;16.4;21.3;12.3;0.3;16362;15.21;lintupirtti;2.0;NaN;NaN
2006-06-23;7345000;3435000;15.8;19.4;12.6;0.0;21060;13.19;lintupirtti;2.0;NaN;NaN
2006-06-24;7345000;3435000;14.2;18.5;9.5;0.0;21341;10.74;lintupirtti;2.0;NaN;NaN
2006-06-25;7345000;3435000;15.9;21.3;7.6;0.0;36040;10.36;lintupirtti;2.0;NaN;NaN
2006-06-26;7345000;3435000;13.4;19.4;9.7;4.0;21319;11.04;lintupirtti;2.0;NaN;NaN
2006-06-27;7345000;3435000;13.6;18.9;5.2;0.2;27464;8.65;lintupirtti;2.0;NaN;NaN
2006-06-28;7345000;3435000;15.5;21.1;6.8;0.0;35888;8.65;lintupirtti;2.0;NaN;NaN
2006-06-29;7345000;3435000;15.3;19.9;9.2;0.3;21492;9.05;lintupirtti;2.0;NaN;NaN
2006-06-30;7345000;3435000;16.2;21.3;9.1;0.1;26654;9.0;lintupirtti;2.0;NaN;NaN
2006-07-01;7345000;3435000;17.5;23.3;8.6;0.0;27011;10.04;lintupirtti;2.0;NaN;NaN
2006-07-02;7345000;3435000;19.0;26.8;10.6;0.7;22864;13.17;lintupirtti;2.0;NaN;NaN
2006-07-03;7345000;3435000;20.8;26.3;13.2;0.3;26255;14.18;lintupirtti;2.0;NaN;NaN
2006-07-04;7345000;3435000;16.3;23.4;12.8;0.8;19343;11.65;lintupirtti;2.0;NaN;NaN
2006-07-05;7345000;3435000;13.5;19.1;7.2;0.0;31882;7.88;lintupirtti;2.0;NaN;NaN
2006-07-06;7345000;3435000;17.4;24.4;7.6;0.0;27832;11.47;lintupirtti;2.0;NaN;NaN
2006-07-07;7345000;3435000;19.9;27.2;11.2;0.4;21773;15.11;lintupirtti;2.0;NaN;NaN
2006-07-08;7345000;3435000;21.2;26.6;15.5;0.5;21838;17.39;lintupirtti;2.0;NaN;NaN
2006-07-09;7345000;3435000;20.4;24.7;17.0;0.0;20434;15.8;lintupirtti;2.0;NaN;NaN
2006-07-10;7345000;3435000;19.2;23.8;13.7;2.4;22097;14.05;lintupirtti;2.0;NaN;NaN
2006-07-11;7345000;3435000;17.1;22.1;14.7;0.0;21060;14.11;lintupirtti;2.0;NaN;NaN
2006-07-12;7345000;3435000;15.7;19.6;12.8;4.7;9828;14.06;lintupirtti;2.0;NaN;NaN
2006-07-13;7345000;3435000;14.7;9.0;3.5;2.9;11340;13.11;lintupirtti;2.0;NaN;NaN
2006-07-14;7345000;3435000;14.6;19.0;10.5;0.3;22907;9.41;lintupirtti;2.0;NaN;NaN
2006-07-15;7345000;3435000;12.9;17.8;6.7;0.0;23220;7.36;lintupirtti;2.0;NaN;NaN
2006-07-16;7345000;3435000;14.0;20.0;3.6;0.0;23123;8.98;lintupirtti;2.0;NaN;NaN
2006-07-17;7345000;3435000;16.5;21.6;8.8;2.4;23501;11.7;lintupirtti;2.0;NaN;NaN
2006-07-18;7345000;3435000;13.9;18.8;10.8;0.0;19840;8.87;lintupirtti;2.0;NaN;NaN
2006-07-19;7345000;3435000;11.0;15.6;6.8;0.1;16610;7.4;lintupirtti;2.0;NaN;NaN
2006-07-20;7345000;3435000;10.9;15.7;4.0;1.6;17701;8.32;lintupirtti;2.0;NaN;NaN
2006-07-21;7345000;3435000;13.1;18.7;5.2;0.0;18814;9.12;lintupirtti;2.0;NaN;NaN
2006-07-22;7345000;3435000;14.8;21.5;4.9;0.0;18760;10.22;lintupirtti;2.0;NaN;NaN
2006-07-23;7345000;3435000;17.3;24.3;9.6;1.3;22097;12.23;lintupirtti;2.0;NaN;NaN
2006-07-24;7345000;3435000;15.9;21.0;10.8;0.1;27205;10.2;lintupirtti;2.0;NaN;NaN
2006-07-25;7345000;3435000;14.0;19.3;6.7;0.0;23501;8.51;lintupirtti;2.0;NaN;NaN
2006-07-26;7345000;3435000;11.7;16.7;5.9;0.0;19332;8.07;lintupirtti;2.0;NaN;NaN
2006-07-27;7345000;3435000;11.7;18.0;3.8;0.0;25704;7.51;lintupirtti;2.0;NaN;NaN
2006-07-28;7345000;3435000;14.2;22.6;2.4;0.0;24203;8.23;lintupirtti;2.0;NaN;NaN
2006-07-29;7345000;3435000;13.5;19.1;7.4;0.0;25618;7.81;lintupirtti;2.0;NaN;NaN
2006-07-30;7345000;3435000;13.8;21.1;3.7;0.0;23706;8.99;lintupirtti;2.0;NaN;NaN
2006-07-31;7345000;3435000;14.3;21.1;4.7;0.0;24278;9.68;lintupirtti;2.0;NaN;NaN
2006-08-01;7345000;3435000;16.1;24.4;3.8;0.0;22270;8.93;lintupirtti;2.0;NaN;NaN
2006-08-02;7345000;3435000;17.6;24.9;7.1;0.0;20077;10.94;lintupirtti;2.0;NaN;NaN
2006-08-03;7345000;3435000;18.2;24.7;11.8;1.0;15001;12.38;lintupirtti;2.0;NaN;NaN
2006-08-04;7345000;3435000;17.2;22.6;11.8;0.4;14753;13.26;lintupirtti;2.0;NaN;NaN
2006-08-05;7345000;3435000;13.5;20.7;7.7;0.0;22097;8.57;lintupirtti;2.0;NaN;NaN
2006-08-06;7345000;3435000;14.6;20.3;6.1;0.0;22777;10.52;lintupirtti;2.0;NaN;NaN
2006-08-07;7345000;3435000;17.4;23.0;12.2;0.0;13716;12.13;lintupirtti;2.0;NaN;NaN
2006-08-08;7345000;3435000;20.2;26.0;15.9;0.0;19375;12.6;lintupirtti;2.0;NaN;NaN
2006-08-09;7345000;3435000;18.5;25.2;10.5;0.1;20153;10.81;lintupirtti;2.0;NaN;NaN
2006-08-10;7345000;3435000;18.4;25.9;8.7;0.0;18662;10.76;lintupirtti;2.0;NaN;NaN
2006-08-11;7345000;3435000;18.2;24.0;11.8;0.0;17399;10.78;lintupirtti;2.0;NaN;NaN
2006-08-12;7345000;3435000;18.4;25.6;10.0;0.4;18079;11.99;lintupirtti;2.0;NaN;NaN
2006-08-13;7345000;3435000;18.0;24.5;9.2;0.0;15941;11.14;lintupirtti;2.0;NaN;NaN
2006-08-14;7345000;3435000;17.8;25.2;8.1;0.0;18382;10.43;lintupirtti;2.0;NaN;NaN
2006-08-15;7345000;3435000;17.5;23.8;10.1;0.4;19181;11.09;lintupirtti;2.0;NaN;NaN
2006-08-16;7345000;3435000;16.1;21.0;13.2;0.4;12452;11.94;lintupirtti;2.0;NaN;NaN
2006-08-17;7345000;3435000;12.4;16.5;10.1;1.0;10800;12.82;lintupirtti;2.0;NaN;NaN
2006-08-18;7345000;3435000;15.1;19.9;12.4;0.2;10962;14.18;lintupirtti;2.0;NaN;NaN
2006-08-19;7345000;3435000;14.8;20.0;10.3;0.0;16448;10.75;lintupirtti;2.0;NaN;NaN
2006-08-20;7345000;3435000;14.8;21.3;7.4;0.1;18252;10.4;lintupirtti;2.0;NaN;NaN
2006-08-21;7345000;3435000;16.3;22.3;9.3;0.0;12528;10.36;lintupirtti;2.0;NaN;NaN
2006-08-22;7345000;3435000;15.2;22.8;6.5;0.0;16816;9.9;lintupirtti;2.0;NaN;NaN
2006-08-23;7345000;3435000;15.0;23.0;5.5;0.0;16945;9.18;lintupirtti;2.0;NaN;NaN
2006-08-24;7345000;3435000;15.1;21.5;6.3;0.0;13662;10.19;lintupirtti;2.0;NaN;NaN
2006-08-25;7345000;3435000;16.6;23.7;11.0;1.0;12658;13.15;lintupirtti;2.0;NaN;NaN
2006-08-26;7345000;3435000;15.9;23.0;9.1;0.0;12323;12.72;lintupirtti;2.0;NaN;NaN
2006-08-27;7345000;3435000;16.0;23.9;7.5;0.1;11696;12.09;lintupirtti;2.0;NaN;NaN
