time;t_mean;t_min;t_max;GlobR;hpa;rainfall;lon;lat;PH2O_kpa;radiation;PAR;esa;vpd;rh;Precsum_a;lamposumma_v;wind_speed;aika;vuosi;kk;paiva;longitude;latitude
2006-08-15;17.8;16.4;21.8;10001.0;17.69;5.0;3385000;6695000;1.7690000000000001;10001.0;57.876157407407405;2.0367713020241687;0.26777130202416854;86.853148325585;181.19999999999993;1188.7;2.0;20060815;2006;8;15;3387739.869744148;6696836.513279357
2006-08-16;17.3;9.8;24.2;16070.0;15.31;14.9;3385000;6695000;1.5310000000000001;16070.0;92.99768518518519;1.9734771277294825;0.44247712772948233;77.5788063863421;196.09999999999994;1201.0;2.0;20060816;2006;8;16;3387739.869744148;6696836.513279357
2006-08-17;18.2;15.9;22.9;12463.0;16.74;0.2;3385000;6695000;1.674;12463.0;72.1238425925926;2.08868372640753;0.41468372640753026;80.14616951505755;196.29999999999993;1214.2;2.0;20060817;2006;8;17;3387739.869744148;6696836.513279357
2006-08-18;17.8;13.7;24.6;12398.0;16.76;3.1;3385000;6695000;1.6760000000000002;12398.0;71.74768518518519;2.0367713020241687;0.3607713020241685;82.28709813096691;199.39999999999992;1227.0;2.0;20060818;2006;8;18;3387739.869744148;6696836.513279357
2006-08-19;18.7;11.2;25.3;18544.0;15.35;0.0;3385000;6695000;1.5350000000000001;18544.0;107.31481481481481;2.155206085216996;0.6202060852169957;71.22288724632332;199.39999999999992;1240.7;2.0;20060819;2006;8;19;3387739.869744148;6696836.513279357
2006-08-20;19.2;11.4;26.3;20012.0;14.68;0.5;3385000;6695000;1.468;20012.0;115.81018518518519;2.2235817183830737;0.7555817183830738;66.01961096655754;199.89999999999992;1254.9;2.0;20060820;2006;8;20;3387739.869744148;6696836.513279357
2006-08-21;19.7;14.7;24.3;11113.0;17.62;0.3;3385000;6695000;1.7620000000000002;11113.0;64.3113425925926;2.2938544040474684;0.5318544040474682;76.81394237101449;200.19999999999993;1269.6000000000001;2.0;20060821;2006;8;21;3387739.869744148;6696836.513279357
2006-08-22;18.4;15.6;23.1;8111.0;17.83;5.4;3385000;6695000;1.783;8111.0;46.938657407407405;2.1150730445492973;0.3320730445492974;84.29968906250899;205.59999999999994;1283.0000000000002;2.0;20060822;2006;8;22;3387739.869744148;6696836.513279357
2006-08-23;18.5;13.8;23.9;15260.0;14.08;0.0;3385000;6695000;1.4080000000000001;15260.0;88.31018518518519;2.1283771726594183;0.7203771726594181;66.15368826948547;205.59999999999994;1296.5000000000002;2.0;20060823;2006;8;23;3387739.869744148;6696836.513279357
2006-08-24;18.2;13.8;23.4;11524.0;15.17;0.1;3385000;6695000;1.5170000000000001;11524.0;66.68981481481481;2.08868372640753;0.5716837264075301;72.62947380785084;205.69999999999993;1309.7000000000003;2.0;20060824;2006;8;24;3387739.869744148;6696836.513279357
2006-08-25;18.2;14.3;23.3;10573.0;16.25;1.2;3385000;6695000;1.625;10573.0;61.186342592592595;2.08868372640753;0.4636837264075302;77.80019442172552;206.89999999999992;1322.9000000000003;2.0;20060825;2006;8;25;3387739.869744148;6696836.513279357
2006-08-26;17.0;12.1;23.8;11567.0;16.21;3.3;3385000;6695000;1.6210000000000002;11567.0;66.9386574074074;1.9363360584848088;0.3153360584848086;83.71480729788401;210.19999999999993;1334.9000000000003;2.0;20060826;2006;8;26;3387739.869744148;6696836.513279357
2006-08-27;16.3;10.7;21.6;10595.0;16.04;4.3;3385000;6695000;1.604;10595.0;61.313657407407405;1.852053132228977;0.24805313222897696;86.60658660853639;214.49999999999994;1346.2000000000003;2.0;20060827;2006;8;27;3387739.869744148;6696836.513279357
