ncols         1
nrows         127306
xllcorner     0
yllcorner     0
cellsize      16
NODATA_value  -9999
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.4 0.4 0.6 0.6 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.4 0.4 0.6 0.6 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.4 0.4 0.6 0.6 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.4 0.4 0.6 0.6 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.6 0.6 0.4 0.4 0.3 0.3 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.4 0.4 0.6 0.6 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.4 0.4 0.6 0.6 0.4 0.4 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.4 0.4 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.3 0.3 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.6 0.5 0.5
