date,site,plot,manual_min,manual_max,manual_median,logger_raw,logger_corrected,logger_pred_min,logger_pred_max,logger_pred_mean,manual_pred_min,manual_pred_max,manual_pred_mean
2014-09-10,Lintupirtti,1,13.0,55.0,28.0,,,,,,28.0,41.83333333333333,32.00833333333333
2014-09-10,Lintupirtti,2,33.0,77.0,56.0,,,,,,43.0,56.833333333333336,47.50833333333334
2014-09-10,Lintupirtti,3,26.0,57.0,36.0,,,,,,30.666666666666668,44.5,34.84166666666667
2014-09-10,Lintupirtti,4,18.0,40.0,36.0,,,,,,31.0,44.83333333333333,35.208333333333336
2014-09-10,Lintupirtti,5,54.0,67.0,55.0,,,,,,53.0,65.4,56.650000000000006
2014-09-10,Lintupirtti,6,43.0,62.0,50.5,,,,,,41.6,54.0,45.25
2014-09-10,Lintupirtti,7,71.0,71.0,71.0,,,,,,63.2,75.6,66.85
2014-09-10,Lintupirtti,8,50.0,70.0,59.5,,,,,,56.4,68.8,60.05
2014-09-10,Lintupirtti,9,46.0,91.0,72.0,,,,,,58.16666666666667,72.0,62.891666666666666
2014-09-10,Lintupirtti,10,15.0,41.0,32.0,,,,,,29.8,42.2,33.45
2014-09-10,Lintupirtti,11,35.0,83.0,51.0,,,,,,40.6,53.0,44.25
2014-09-10,Lintupirtti,12,43.0,70.0,65.0,,,,,,55.6,68.0,59.25
2014-09-10,Lintupirtti,13,4.0,46.0,39.0,,,,,,38.8,51.2,42.45
2014-09-10,Lintupirtti,14,15.0,59.0,27.0,,,,,,27.4,39.8,31.108333333333334
2014-09-10,Lintupirtti,15,26.0,54.0,47.5,,,,,,38.583333333333336,51.9,42.87083333333334
2014-09-10,Lintupirtti,16,18.0,40.0,21.5,,,,,,22.1,34.5,25.7375
2014-09-18,Lintupirtti,1,18.0,53.0,33.0,,,,,,32.2,35.0,33.75833333333333
2014-09-18,Lintupirtti,2,38.0,64.0,49.0,,,,,,48.0,51.0,49.25833333333334
2014-09-18,Lintupirtti,3,31.0,54.0,35.0,,,,,,35.2,38.0,36.59166666666667
2014-09-18,Lintupirtti,4,25.0,41.0,37.0,,,,,,35.6,38.4,36.958333333333336
2014-09-18,Lintupirtti,5,54.0,64.0,60.0,,,,,,57.2,60.0,58.400000000000006
2014-09-18,Lintupirtti,6,43.0,64.0,45.5,,,,,,45.8,48.6,47.0
2014-09-18,Lintupirtti,7,73.0,73.0,73.0,,,,,,67.4,70.2,68.6
2014-09-18,Lintupirtti,8,51.0,69.0,64.0,,,,,,60.6,63.4,61.8
2014-09-18,Lintupirtti,9,52.0,90.0,65.0,,,,,,63.16666666666667,66.6,64.64166666666667
2014-09-18,Lintupirtti,10,19.0,42.0,35.0,,,,,,34.0,36.8,35.2
2014-09-18,Lintupirtti,11,41.0,55.0,45.0,,,,,,44.8,47.6,46.0
2014-09-18,Lintupirtti,12,51.0,78.0,61.0,,,,,,59.8,62.6,61.0
2014-09-18,Lintupirtti,13,11.0,51.0,43.0,,,,,,43.0,45.8,44.2
2014-09-18,Lintupirtti,14,22.0,53.0,33.0,,,,,,31.833333333333336,34.4,32.858333333333334
2014-09-18,Lintupirtti,15,32.0,60.0,47.0,,,,,,42.583333333333336,46.5,44.62083333333334
2014-09-18,Lintupirtti,16,21.0,46.0,28.0,,,,,,26.25,29.1,27.4875
2014-09-25,Lintupirtti,1,21.0,51.0,36.0,,,,,,20.0,36.0,29.008333333333333
2014-09-25,Lintupirtti,2,40.0,57.0,47.0,,,,,,36.0,51.0,44.50833333333334
2014-09-25,Lintupirtti,3,33.0,53.0,37.0,,,,,,23.0,38.666666666666664,31.841666666666665
2014-09-25,Lintupirtti,4,26.0,42.0,35.0,,,,,,23.4,39.0,32.20833333333333
2014-09-25,Lintupirtti,5,42.0,48.0,45.0,,,,,,45.0,61.0,53.650000000000006
2014-09-25,Lintupirtti,6,42.0,64.0,45.0,,,,,,33.6,49.6,42.25
2014-09-25,Lintupirtti,7,48.0,74.0,61.0,,,,,,55.2,71.2,63.85
2014-09-25,Lintupirtti,8,51.0,67.0,62.5,,,,,,48.4,64.4,57.050000000000004
2014-09-25,Lintupirtti,9,54.0,90.0,61.0,,,,,,51.6,66.16666666666667,59.891666666666666
2014-09-25,Lintupirtti,10,21.0,43.0,37.0,,,,,,21.8,37.8,30.45
2014-09-25,Lintupirtti,11,34.0,53.0,46.0,,,,,,32.6,48.6,41.25
2014-09-25,Lintupirtti,12,53.0,75.0,64.0,,,,,,47.6,63.6,56.25
2014-09-25,Lintupirtti,13,3.0,52.0,40.0,,,,,,30.8,46.8,39.45
2014-09-25,Lintupirtti,14,14.0,52.0,25.0,,,,,,19.4,35.4,28.108333333333334
2014-09-25,Lintupirtti,15,22.0,54.0,45.0,,,,,,31.5,47.5,39.87083333333334
2014-09-25,Lintupirtti,16,11.0,53.0,22.0,,,,,,14.100000000000001,30.1,22.7375
2014-10-02,Lintupirtti,1,6.0,35.0,17.0,,,,,,17.0,23.0,20.008333333333333
2014-10-02,Lintupirtti,2,20.0,47.0,37.0,,,,,,32.0,39.0,35.50833333333334
2014-10-02,Lintupirtti,3,17.0,47.0,21.0,,,,,,19.666666666666668,26.0,22.84166666666667
2014-10-02,Lintupirtti,4,8.0,33.0,22.0,,,,,,20.0,26.4,23.208333333333336
2014-10-02,Lintupirtti,5,33.0,51.0,48.0,,,,,,42.0,48.0,44.650000000000006
2014-10-02,Lintupirtti,6,28.0,50.0,32.0,,,,,,30.6,36.6,33.25
2014-10-02,Lintupirtti,7,49.0,72.0,53.0,,,,,,52.2,58.2,54.85
2014-10-02,Lintupirtti,8,29.0,59.0,46.0,,,,,,45.4,51.4,48.05
2014-10-02,Lintupirtti,9,35.0,88.0,50.0,,,,,,47.16666666666667,54.6,50.891666666666666
2014-10-02,Lintupirtti,10,9.0,21.0,19.0,,,,,,18.8,24.8,21.45
2014-10-02,Lintupirtti,11,21.0,41.0,27.0,,,,,,29.6,35.6,32.25
2014-10-02,Lintupirtti,12,26.0,71.0,41.0,,,,,,44.6,50.6,47.25
2014-10-02,Lintupirtti,13,-6.0,38.0,31.0,,,,,,27.8,33.8,30.45
2014-10-02,Lintupirtti,14,9.0,39.0,21.0,,,,,,16.4,22.4,19.108333333333334
2014-10-02,Lintupirtti,15,16.0,42.0,25.0,,,,,,28.5,34.5,30.870833333333334
2014-10-02,Lintupirtti,16,6.0,29.0,15.0,,,,,,11.1,17.1,13.7375
2014-10-10,Lintupirtti,13,-1.0,41.0,34.0,,,,,,21.2,34.0,28.333333333333332
2014-10-10,Lintupirtti,14,12.0,42.0,24.0,,,,,,9.799999999999997,22.833333333333336,17.01111111111111
2014-10-10,Lintupirtti,15,18.0,43.0,28.0,,,,,,21.9,33.583333333333336,28.66111111111111
2014-10-10,Lintupirtti,16,9.0,33.0,17.0,,,,,,4.5,17.25,11.616666666666667
2014-10-15,Lintupirtti,1,6.0,36.0,19.0,,,,,,11.833333333333332,23.2,18.01111111111111
2014-10-15,Lintupirtti,2,17.0,36.0,29.0,,,,,,26.833333333333336,39.2,33.34444444444444
2014-10-15,Lintupirtti,3,16.0,40.0,20.0,,,,,,14.5,26.2,20.78888888888889
2014-10-15,Lintupirtti,4,9.0,31.0,20.0,,,,,,14.833333333333332,26.6,21.144444444444442
2014-10-15,Lintupirtti,5,,,,,,,,,35.4,48.2,42.53333333333334
2014-10-15,Lintupirtti,6,,,,,,,,,24.0,36.8,31.133333333333336
2014-10-15,Lintupirtti,7,,,,,,,,,45.6,58.4,52.73333333333334
2014-10-15,Lintupirtti,8,,,,,,,,,38.8,51.6,45.93333333333333
2014-10-15,Lintupirtti,9,35.0,84.0,42.0,,,,,,42.0,54.8,48.65555555555556
2014-10-15,Lintupirtti,10,,,,,,,,,12.2,25.0,19.333333333333332
2014-10-15,Lintupirtti,11,,,,,,,,,23.0,35.8,30.133333333333336
2014-10-15,Lintupirtti,12,,,,,,,,,38.0,50.8,45.133333333333326
2014-10-21,Lintupirtti,1,8.0,41.0,21.0,,,,,,14.833333333333332,27.0,22.008333333333333
2014-10-21,Lintupirtti,2,18.0,34.0,26.0,,,,,,29.833333333333336,43.0,37.50833333333334
2014-10-21,Lintupirtti,3,16.0,38.0,21.0,,,,,,17.5,30.0,24.84166666666667
2014-10-21,Lintupirtti,4,11.0,32.0,22.0,,,,,,17.833333333333332,30.4,25.208333333333336
2014-10-21,Lintupirtti,5,37.0,55.0,52.0,,,,,,38.4,52.0,46.650000000000006
2014-10-21,Lintupirtti,6,27.0,56.0,30.0,,,,,,27.0,40.6,35.25
2014-10-21,Lintupirtti,7,50.0,66.0,53.0,,,,,,48.6,62.2,56.85
2014-10-21,Lintupirtti,8,33.0,52.0,45.0,,,,,,41.8,55.4,50.05
2014-10-21,Lintupirtti,9,37.0,83.0,45.0,,,,,,45.0,58.6,52.891666666666666
2014-10-21,Lintupirtti,10,4.0,27.0,21.0,,,,,,15.2,28.8,23.45
2014-10-21,Lintupirtti,11,23.0,44.0,29.0,,,,,,26.0,39.6,34.25
2014-10-21,Lintupirtti,12,34.0,60.0,42.0,,,,,,41.0,54.6,49.25
2014-10-21,Lintupirtti,13,0.0,43.0,36.0,,,,,,24.2,37.8,32.45
2014-10-21,Lintupirtti,14,14.0,44.0,26.0,,,,,,12.799999999999997,26.4,21.108333333333334
2014-10-21,Lintupirtti,15,19.0,44.0,28.0,,,,,,24.9,38.5,32.87083333333334
2014-10-21,Lintupirtti,16,11.0,35.0,19.0,,,,,,7.5,21.1,15.7375
2015-06-01,Havusuo,1,19.0,36.0,32.0,,,,,,32.0,35.72727272727273,33.86363636363636
2015-06-01,Havusuo,2,5.0,40.0,19.0,,,,,,20.727272727272727,24.454545454545453,22.59090909090909
2015-06-01,Havusuo,3,22.0,37.0,32.0,,,,,,27.90909090909091,31.636363636363637,29.772727272727273
2015-06-01,Havusuo,4,12.0,37.0,23.0,,,,,,19.272727272727273,23.0,21.136363636363637
2015-06-01,Sinilammenneva,1,23.0,50.0,35.0,,,,,,31.5125,37.8125,35.44583333333333
2015-06-01,Sinilammenneva,2,40.0,55.0,47.0,,,,,,40.7,47.0,44.63333333333333
2015-06-01,Sinilammenneva,3,27.0,44.0,35.0,,,,,,32.95,39.25,36.88333333333333
2015-06-01,Sinilammenneva,4,25.0,58.0,35.0,,,,,,29.1375,35.4375,33.07083333333333
2015-06-01,Sinilammenneva,5,26.0,40.0,34.0,,,,,,28.5,34.8,32.43333333333333
2015-06-01,Sinilammenneva,6,21.0,48.0,29.0,,,,,,24.725,31.025,28.65833333333333
2015-06-01,Sinilammenneva,7,24.0,47.0,33.0,,,,,,30.6375,36.9375,34.57083333333333
2015-06-01,Sinilammenneva,8,16.0,48.0,33.0,,,,,,33.0,39.3,36.93333333333333
2015-06-01,Vaarajoki,1,16.0,50.0,41.0,,,,,,40.76470588235294,42.46875,41.61672794117647
2015-06-01,Vaarajoki,2,30.0,47.0,39.0,,,,,,36.84375,39.0,37.921875
2015-06-01,Vaarajoki,3,31.0,47.0,35.0,,,,,,36.78125,38.56666666666667,37.67395833333333
2015-06-01,Vaarajoki,4,19.0,37.0,28.0,,,,,,27.28125,29.333333333333336,28.307291666666668
2015-06-01,Vaarajoki,5,15.0,45.0,33.0,,,,,,33.0,35.15625,34.078125
2015-06-01,Vaarajoki,6,39.0,56.0,46.0,,,,,,49.14705882352941,51.0625,50.10477941176471
2015-06-05,Lintupirtti,1,-3.0,21.0,9.0,,,,,,-2.666666666666668,10.0,6.508333333333333
2015-06-05,Lintupirtti,2,-5.0,19.0,10.0,,,,,,12.333333333333334,26.0,22.008333333333333
2015-06-05,Lintupirtti,3,3.0,55.0,10.0,,,,,,0.0,13.0,9.341666666666665
2015-06-05,Lintupirtti,4,2.0,21.0,7.5,,,,,,0.33333333333333215,13.399999999999999,9.708333333333332
2015-06-05,Lintupirtti,5,28.0,45.0,35.0,,,,,,20.9,35.0,31.150000000000002
2015-06-05,Lintupirtti,6,-5.0,29.0,14.0,,,,,,9.5,23.6,19.75
2015-06-05,Lintupirtti,7,35.0,52.0,42.0,,,,,,31.1,45.2,41.35
2015-06-05,Lintupirtti,8,7.0,43.0,23.0,,,,,,24.3,38.4,34.55
2015-06-05,Lintupirtti,9,13.0,57.0,27.5,,,,,,27.5,41.6,37.391666666666666
2015-06-05,Lintupirtti,10,-7.0,12.0,8.0,,,,,,-2.3000000000000007,11.8,7.95
2015-06-05,Lintupirtti,11,4.0,19.0,12.0,,,,,,8.5,22.6,18.75
2015-06-05,Lintupirtti,12,9.0,33.0,20.5,,,,,,23.5,37.6,33.75
2015-06-05,Lintupirtti,13,-9.0,30.0,20.5,,,,,,6.699999999999999,20.8,16.95
2015-06-05,Lintupirtti,14,12.0,36.0,27.5,,,,,,-4.700000000000003,9.399999999999999,5.6083333333333325
2015-06-05,Lintupirtti,15,2.0,22.0,8.0,,,,,,7.399999999999999,21.5,17.370833333333334
2015-06-05,Lintupirtti,16,-18.0,7.0,-14.0,,,,,,-10.0,4.100000000000001,0.23750000000000027
2015-06-18,Lintupirtti,1,2.0,21.0,10.0,,,,,,-3.166666666666668,10.0,5.883333333333333
2015-06-18,Lintupirtti,2,-4.0,14.0,10.0,,,,,,11.833333333333334,25.7,21.383333333333333
2015-06-18,Lintupirtti,3,5.0,21.0,12.0,,,,,,-0.5,12.7,8.716666666666665
2015-06-18,Lintupirtti,4,2.0,19.0,7.0,,,,,,-0.16666666666666785,13.1,9.083333333333332
2015-06-18,Lintupirtti,5,20.0,37.0,32.0,,,,,,20.4,35.0,30.525000000000002
2015-06-18,Lintupirtti,6,12.0,32.0,16.0,,,,,,9.0,23.6,19.125
2015-06-18,Lintupirtti,7,29.0,46.0,34.0,,,,,,30.6,45.2,40.725
2015-06-18,Lintupirtti,8,9.0,34.0,26.0,,,,,,23.8,38.4,33.925
2015-06-18,Lintupirtti,9,15.0,55.0,27.0,,,,,,27.0,41.3,36.766666666666666
2015-06-18,Lintupirtti,10,-3.0,13.0,12.0,,,,,,-2.8000000000000007,11.8,7.325
2015-06-18,Lintupirtti,11,7.0,24.0,16.0,,,,,,8.0,22.6,18.125
2015-06-18,Lintupirtti,12,5.0,37.0,18.0,,,,,,23.0,37.6,33.125
2015-06-18,Lintupirtti,13,-10.0,31.0,20.5,,,,,,6.199999999999999,20.8,16.325
2015-06-18,Lintupirtti,14,2.0,33.0,13.0,,,,,,-5.200000000000003,9.4,4.9833333333333325
2015-06-18,Lintupirtti,15,1.0,22.0,6.0,,,,,,6.899999999999999,21.5,16.745833333333334
2015-06-18,Lintupirtti,16,-5.0,15.0,3.5,,,,,,-10.5,4.1,-0.38749999999999973
2015-06-25,Havusuo,1,14.0,38.0,28.0,,,,,,26.727272727272727,28.0,27.363636363636363
2015-06-25,Havusuo,2,5.0,31.0,15.0,,,,,,15.454545454545455,16.727272727272727,16.09090909090909
2015-06-25,Havusuo,3,13.0,33.0,22.0,,,,,,22.636363636363637,23.90909090909091,23.272727272727273
2015-06-25,Havusuo,4,2.0,27.0,14.0,,,,,,14.0,15.272727272727273,14.636363636363637
2015-06-25,Sinilammenneva,1,8.0,35.0,21.0,,,,,,20.0125,21.5125,20.77916666666667
2015-06-25,Sinilammenneva,2,25.0,39.0,30.0,,,,,,29.2,30.7,29.96666666666667
2015-06-25,Sinilammenneva,3,11.0,26.0,18.0,,,,,,21.45,22.95,22.21666666666667
2015-06-25,Sinilammenneva,4,14.0,21.0,16.0,,,,,,17.6375,19.1375,18.40416666666667
2015-06-25,Sinilammenneva,5,6.0,22.0,17.0,,,,,,17.0,18.5,17.766666666666666
2015-06-25,Sinilammenneva,6,2.0,31.0,16.0,,,,,,13.225,14.725,13.991666666666667
2015-06-25,Sinilammenneva,7,6.0,33.0,18.0,,,,,,19.1375,20.6375,19.90416666666667
2015-06-25,Sinilammenneva,8,8.0,31.0,23.0,,,,,,21.5,23.0,22.266666666666666
2015-06-29,Vaarajoki,1,15.0,43.0,36.0,,,,,,38.76470588235294,39.46875,39.11672794117647
2015-06-29,Vaarajoki,2,30.0,39.0,36.0,,,,,,34.84375,36.0,35.421875
2015-06-29,Vaarajoki,3,26.0,42.0,31.0,,,,,,34.78125,35.56666666666667,35.17395833333333
2015-06-29,Vaarajoki,4,19.0,31.0,25.0,,,,,,25.28125,26.333333333333336,25.807291666666668
2015-06-29,Vaarajoki,5,13.0,35.0,31.0,,,,,,31.0,32.15625,31.578125
2015-06-29,Vaarajoki,6,34.0,56.0,42.0,,,,,,47.14705882352941,48.0625,47.60477941176471
2015-06-30,Rouvanlehto,1,30.0,49.0,42.0,,,,,,42.0,48.0,45.0
2015-06-30,Rouvanlehto,2,32.0,59.0,38.0,,,,,,46.53333333333333,52.53333333333333,49.53333333333333
2015-06-30,Rouvanlehto,3,32.0,48.0,38.0,,,,,,39.333333333333336,45.333333333333336,42.333333333333336
2015-06-30,Rouvanlehto,4,22.0,40.0,37.0,,,,,,28.666666666666664,34.666666666666664,31.666666666666664
2015-06-30,Rouvanlehto,5,21.0,70.0,38.0,,,,,,33.333333333333336,39.333333333333336,36.333333333333336
2015-06-30,Rouvanlehto,6,27.0,58.0,37.0,,,,,,31.0,37.0,34.0
2015-07-01,Lintupirtti,1,7.0,31.0,16.0,,,,,,0.8333333333333321,24.5,15.383333333333333
2015-07-01,Lintupirtti,2,-1.0,18.0,11.0,,,,,,15.833333333333334,40.5,30.883333333333333
2015-07-01,Lintupirtti,3,7.0,27.0,16.0,,,,,,3.5,27.5,18.21666666666667
2015-07-01,Lintupirtti,4,5.0,42.0,11.0,,,,,,3.833333333333332,27.9,18.583333333333336
2015-07-01,Lintupirtti,5,29.0,54.0,49.5,,,,,,24.4,49.5,40.025000000000006
2015-07-01,Lintupirtti,6,11.0,53.0,23.0,,,,,,13.0,38.1,28.625
2015-07-01,Lintupirtti,7,43.0,49.0,45.0,,,,,,34.6,59.7,50.225
2015-07-01,Lintupirtti,8,18.0,39.0,31.0,,,,,,27.8,52.9,43.425
2015-07-01,Lintupirtti,9,16.0,54.0,31.0,,,,,,31.0,56.1,46.266666666666666
2015-07-01,Lintupirtti,10,0.0,20.0,14.0,,,,,,1.1999999999999993,26.3,16.825
2015-07-01,Lintupirtti,11,8.0,26.0,22.0,,,,,,12.0,37.1,27.625
2015-07-01,Lintupirtti,12,12.0,40.0,23.0,,,,,,27.0,52.1,42.625
2015-07-01,Lintupirtti,13,0.0,39.0,31.0,,,,,,10.2,35.3,25.825
2015-07-01,Lintupirtti,14,9.0,41.0,20.0,,,,,,-1.2000000000000028,23.9,14.483333333333333
2015-07-01,Lintupirtti,15,9.0,29.0,15.0,,,,,,10.899999999999999,36.0,26.245833333333334
2015-07-01,Lintupirtti,16,3.0,22.0,12.0,,,,,,-6.5,18.6,9.1125
2015-07-13,Havusuo,1,23.0,38.0,32.0,,,,,,32.0,33.22727272727273,32.61363636363636
2015-07-13,Havusuo,2,9.0,35.0,18.0,,,,,,20.727272727272727,21.954545454545453,21.34090909090909
2015-07-13,Havusuo,3,20.0,33.0,30.0,,,,,,27.90909090909091,29.136363636363637,28.522727272727273
2015-07-13,Havusuo,4,10.0,35.0,20.5,,,,,,19.272727272727273,20.5,19.886363636363637
2015-07-13,Sinilammenneva,1,23.0,49.0,34.0,,,,,,28.0125,36.8125,33.44583333333333
2015-07-13,Sinilammenneva,2,44.0,57.0,46.0,,,,,,37.2,46.0,42.63333333333333
2015-07-13,Sinilammenneva,3,25.0,44.0,34.0,,,,,,29.45,38.25,34.88333333333333
2015-07-13,Sinilammenneva,4,23.0,32.0,29.0,,,,,,25.6375,34.4375,31.070833333333336
2015-07-13,Sinilammenneva,5,16.0,30.0,25.0,,,,,,25.0,33.8,30.433333333333334
2015-07-13,Sinilammenneva,6,14.0,37.0,29.0,,,,,,21.225,30.025,26.65833333333333
2015-07-13,Sinilammenneva,7,22.0,47.0,31.0,,,,,,27.1375,35.9375,32.57083333333333
2015-07-13,Sinilammenneva,8,16.0,48.0,37.0,,,,,,29.5,38.3,34.93333333333333
2015-07-15,Lintupirtti,1,12.0,38.0,23.0,,,,,,6.833333333333332,30.0,21.508333333333333
2015-07-15,Lintupirtti,2,1.0,23.0,10.0,,,,,,21.833333333333336,46.0,37.00833333333334
2015-07-15,Lintupirtti,3,11.0,32.0,20.0,,,,,,9.5,33.0,24.34166666666667
2015-07-15,Lintupirtti,4,9.0,29.0,12.0,,,,,,9.833333333333332,33.4,24.708333333333336
2015-07-15,Lintupirtti,5,41.0,59.0,55.0,,,,,,30.4,55.0,46.150000000000006
2015-07-15,Lintupirtti,6,22.0,47.0,33.0,,,,,,19.0,43.6,34.75
2015-07-15,Lintupirtti,7,45.0,51.0,46.0,,,,,,40.6,65.2,56.35
2015-07-15,Lintupirtti,8,25.0,46.0,41.0,,,,,,33.8,58.4,49.55
2015-07-15,Lintupirtti,9,18.0,54.0,37.0,,,,,,37.0,61.6,52.391666666666666
2015-07-15,Lintupirtti,10,5.0,27.0,18.0,,,,,,7.199999999999999,31.8,22.95
2015-07-15,Lintupirtti,11,14.0,40.0,27.0,,,,,,18.0,42.6,33.75
2015-07-15,Lintupirtti,12,22.0,52.0,39.0,,,,,,33.0,57.6,48.75
2015-07-15,Lintupirtti,13,10.0,50.0,37.0,,,,,,16.2,40.8,31.95
2015-07-15,Lintupirtti,14,14.0,44.0,25.0,,,,,,4.799999999999997,29.4,20.608333333333334
2015-07-15,Lintupirtti,15,18.0,37.0,26.0,,,,,,16.9,41.5,32.37083333333334
2015-07-15,Lintupirtti,16,12.0,31.0,21.0,,,,,,-0.5,24.1,15.2375
2015-08-03,Havusuo,1,14.0,25.0,21.0,,,,,,21.0,23.727272727272727,22.363636363636363
2015-08-03,Havusuo,2,6.0,27.0,14.0,,,,,,9.727272727272727,12.454545454545455,11.09090909090909
2015-08-03,Havusuo,3,14.0,29.0,23.0,,,,,,16.90909090909091,19.636363636363637,18.272727272727273
2015-08-03,Havusuo,4,1.0,24.0,11.0,,,,,,8.272727272727273,11.0,9.636363636363637
2015-08-03,Paroninkorpi,1,50.0,76.0,67.0,,,,,,65.02380952380952,70.30952380952381,67.45714285714286
2015-08-03,Paroninkorpi,2,59.0,77.0,73.0,,,,,,69.97619047619048,75.26190476190476,72.40952380952382
2015-08-03,Paroninkorpi,3,56.0,80.0,67.0,,,,,,64.69047619047619,69.97619047619048,67.12380952380951
2015-08-03,Paroninkorpi,4,49.0,72.0,60.0,,,,,,57.5,62.785714285714285,59.93333333333334
2015-08-03,Paroninkorpi,5,53.0,80.0,63.0,,,,,,62.142857142857146,67.42857142857143,64.57619047619048
2015-08-03,Paroninkorpi,6,53.0,84.0,67.0,,,,,,65.83333333333333,71.11904761904762,68.26666666666668
2015-08-03,Paroninkorpi,7,49.0,88.0,71.0,,,,,,65.02380952380952,70.30952380952381,67.45714285714286
2015-08-03,Paroninkorpi,8,52.0,72.0,57.0,,,,,,58.166666666666664,63.45238095238095,60.6
2015-08-03,Paroninkorpi,9,47.0,74.0,59.0,,,,,,59.0,64.28571428571429,61.43333333333334
2015-08-03,Paroninkorpi,10,47.0,63.0,58.0,,,,,,54.595238095238095,59.88095238095238,57.028571428571425
2015-08-03,Paroninkorpi,11,53.0,78.0,63.0,,,,,,56.04761904761905,61.333333333333336,58.48095238095239
2015-08-03,Paroninkorpi,12,50.0,84.0,64.0,,,,,,59.095238095238095,64.38095238095238,61.528571428571425
2015-08-03,Paroninkorpi,13,47.0,76.0,67.0,,,,,,53.833333333333336,59.11904761904762,56.26666666666667
2015-08-03,Paroninkorpi,14,47.0,82.0,62.0,,,,,,52.0,57.285714285714285,54.43333333333334
2015-08-03,Paroninkorpi,15,51.0,64.0,59.0,,,,,,53.714285714285715,59.0,56.147619047619045
2015-08-03,Sinilammenneva,1,18.0,45.0,29.0,,,,,,24.8125,28.5125,26.445833333333336
2015-08-03,Sinilammenneva,2,31.0,46.0,34.0,,,,,,34.0,37.7,35.63333333333333
2015-08-03,Sinilammenneva,3,21.0,36.0,28.0,,,,,,26.25,29.95,27.883333333333336
2015-08-03,Sinilammenneva,4,17.0,25.0,24.0,,,,,,22.4375,26.1375,24.070833333333336
2015-08-03,Sinilammenneva,5,11.0,26.0,23.0,,,,,,21.8,25.5,23.433333333333334
2015-08-03,Sinilammenneva,6,9.0,30.0,20.0,,,,,,18.025,21.725,19.658333333333335
2015-08-03,Sinilammenneva,7,14.0,37.0,24.0,,,,,,23.9375,27.6375,25.570833333333336
2015-08-03,Sinilammenneva,8,15.0,40.0,30.0,,,,,,26.3,30.0,27.933333333333334
2015-08-07,Lintupirtti,1,9.0,36.0,21.0,,,,,,10.833333333333332,29.0,21.258333333333333
2015-08-07,Lintupirtti,2,4.0,23.0,11.0,,,,,,25.833333333333336,45.0,36.75833333333334
2015-08-07,Lintupirtti,3,12.0,28.0,18.0,,,,,,13.5,32.0,24.09166666666667
2015-08-07,Lintupirtti,4,7.0,27.0,13.0,,,,,,13.833333333333332,32.4,24.458333333333336
2015-08-07,Lintupirtti,5,45.0,60.0,54.0,,,,,,34.4,54.0,45.900000000000006
2015-08-07,Lintupirtti,6,24.0,53.0,31.0,,,,,,23.0,42.6,34.5
2015-08-07,Lintupirtti,7,44.0,57.0,47.5,,,,,,44.6,64.2,56.1
2015-08-07,Lintupirtti,8,31.0,51.0,41.0,,,,,,37.8,57.4,49.3
2015-08-07,Lintupirtti,9,24.0,55.0,41.0,,,,,,41.0,60.6,52.141666666666666
2015-08-07,Lintupirtti,10,1.0,23.0,16.0,,,,,,11.2,30.8,22.7
2015-08-07,Lintupirtti,11,17.0,38.0,25.0,,,,,,22.0,41.6,33.5
2015-08-07,Lintupirtti,12,29.0,53.0,41.0,,,,,,37.0,56.6,48.5
2015-08-07,Lintupirtti,13,7.0,47.0,35.0,,,,,,20.2,39.8,31.7
2015-08-07,Lintupirtti,14,12.0,42.0,22.0,,,,,,8.799999999999997,28.4,20.358333333333334
2015-08-07,Lintupirtti,15,14.0,34.0,21.0,,,,,,20.9,40.5,32.12083333333334
2015-08-07,Lintupirtti,16,8.0,27.0,15.0,,,,,,3.5,23.1,14.9875
2015-08-13,Lintupirtti,1,9.0,38.0,23.0,,,,,,10.833333333333332,28.5,21.633333333333333
2015-08-13,Lintupirtti,2,4.0,23.0,11.0,,,,,,25.833333333333336,44.5,37.13333333333334
2015-08-13,Lintupirtti,3,12.0,28.0,18.0,,,,,,13.5,31.5,24.46666666666667
2015-08-13,Lintupirtti,4,9.0,28.0,14.0,,,,,,13.833333333333332,31.9,24.833333333333336
2015-08-13,Lintupirtti,5,45.0,61.0,53.5,,,,,,34.4,53.5,46.275000000000006
2015-08-13,Lintupirtti,6,25.0,54.0,32.0,,,,,,23.0,42.1,34.875
2015-08-13,Lintupirtti,7,47.0,52.0,48.0,,,,,,44.6,63.7,56.475
2015-08-13,Lintupirtti,8,33.0,51.0,41.0,,,,,,37.8,56.9,49.675
2015-08-13,Lintupirtti,9,25.0,55.0,41.0,,,,,,41.0,60.1,52.516666666666666
2015-08-13,Lintupirtti,10,2.0,23.0,18.0,,,,,,11.2,30.3,23.075
2015-08-13,Lintupirtti,11,18.0,38.0,27.0,,,,,,22.0,41.1,33.875
2015-08-13,Lintupirtti,12,31.0,57.0,44.0,,,,,,37.0,56.1,48.875
2015-08-13,Lintupirtti,13,7.0,49.0,35.0,,,,,,20.2,39.3,32.075
2015-08-13,Lintupirtti,14,13.0,42.0,21.0,,,,,,8.799999999999997,27.9,20.733333333333334
2015-08-13,Lintupirtti,15,15.0,36.0,23.0,,,,,,20.9,40.0,32.49583333333334
2015-08-13,Lintupirtti,16,8.0,28.0,16.0,,,,,,3.5,22.6,15.3625
2015-08-17,Sinilammenneva,1,33.0,61.0,48.0,,,,,,49.0125,55.8125,51.44583333333333
