ncols         1
nrows         127306
xllcorner     0
yllcorner     0
cellsize      16
NODATA_value  -9999
2.931148513	2.784591087	2.645361533	2.513093456	2.387438784	2.268066844	2.154663502	2.046930327	1.944583811	1.84735462	1.754986889	1.667237545	1.583875667	1.504681884	1.42944779	1.3579754	1.29007663	1.225572799	1.164294159	1.106079451	1.050775478	0.998236704	0.948324869	0.900908626	0.855863195	0.813070035	0.772416533	0.733795706	0.697105921	0.662250625	0.629138094	0.597681189	0.56779713	0.539407273	0.512436909	0.486815064	0.462474311	0.439350595	0.417383066	0.396513912
3.91875	3.7228125	3.536671875	3.359838281	3.191846367	3.032254049	2.880641346	2.736609279	2.599778815	2.469789874	2.346300381	2.228985362	2.117536094	2.011659289	1.911076324	1.815522508	1.724746383	1.638509064	1.55658361	1.47875443	1.404816708	1.334575873	1.267847079	1.204454725	1.144231989	1.08702039	1.03266937	0.981035902	0.931984107	0.885384901	0.841115656	0.799059873	0.75910688	0.721151536	0.685093959	0.650839261	0.618297298	0.587382433	0.558013311	0.530112646
3.41810507	3.247199817	3.084839826	2.930597834	2.784067943	2.644864546	2.512621318	2.386990252	2.26764074	2.154258703	2.046545768	1.944218479	1.847007555	1.754657178	1.666924319	1.583578103	1.504399198	1.429179238	1.357720276	1.289834262	1.225342549	1.164075421	1.10587165	1.050578068	0.998049164	0.948146706	0.900739371	0.855702402	0.812917282	0.772271418	0.733657847	0.696974955	0.662126207	0.629019897	0.597568902	0.567690457	0.539305934	0.512340637	0.486723605	0.462387425
3.078873878	2.924930184	2.778683675	2.639749491	2.507762017	2.382373916	2.26325522	2.150092459	2.042587836	1.940458444	1.843435522	1.751263746	1.663700559	1.580515531	1.501489754	1.426415266	1.355094503	1.287339778	1.222972789	1.16182415	1.103732942	1.048546295	0.99611898	0.946313031	0.89899738	0.854047511	0.811345135	0.770777878	0.732238984	0.695627035	0.660845684	0.627803399	0.596413229	0.566592568	0.53826294	0.511349793	0.485782303	0.461493188	0.438418528	0.416497602
2.241279854	2.129215861	2.022755068	1.921617315	1.825536449	1.734259627	1.647546645	1.565169313	1.486910847	1.412565305	1.34193704	1.274840188	1.211098178	1.150543269	1.093016106	1.038365301	0.986447036	0.937124684	0.89026845	0.845755027	0.803467276	0.763293912	0.725129216	0.688872756	0.654429118	0.621707662	0.590622279	0.561091165	0.533036607	0.506384776	0.481065538	0.457012261	0.434161648	0.412453565	0.391830887	0.372239343	0.353627375	0.335946007	0.319148706	0.303191271
2.650324716	2.676827963	2.703596243	2.730632205	2.757938527	2.785517913	2.813373092	2.841506823	2.869921891	2.89862111	2.927607321	2.956883394	2.986452228	3.01631675	3.046479918	3.076944717	3.107714164	3.138791306	3.170179219	3.201881011	3.233899821	3.266238819	3.298901207	3.33189022	3.365209122	3.398861213	3.432849825	3.467178323	3.501850107	3.536868608	3.572237294	3.607959667	3.644039263	3.680479656	3.717284453	3.754457297	3.79200187	3.829921889	3.868221108	3.906903319
2.378672429	2.402459153	2.426483745	2.450748582	2.475256068	2.500008629	2.525008715	2.550258802	2.57576139	2.601519004	2.627534194	2.653809536	2.680347631	2.707151108	2.734222619	2.761564845	2.789180494	2.817072298	2.845243021	2.873695452	2.902432406	2.93145673	2.960771298	2.990379011	3.020282801	3.050485629	3.080990485	3.11180039	3.142918394	3.174347578	3.206091053	3.238151964	3.270533484	3.303238818	3.336271207	3.369633919	3.403330258	3.43736356	3.471737196	3.506454568
3.038888937	3.069277826	3.099970605	3.130970311	3.162280014	3.193902814	3.225841842	3.25810026	3.290681263	3.323588076	3.356823956	3.390392196	3.424296118	3.458539079	3.49312447	3.528055715	3.563336272	3.598969635	3.634959331	3.671308924	3.708022013	3.745102234	3.782553256	3.820378788	3.858582576	3.897168402	3.936140086	3.975501487	4.015256502	4.055409067	4.095963158	4.136922789	4.178292017	4.220074937	4.262275687	4.304898443	4.347947428	4.391426902	4.435341171	4.479694583
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.267673621	1.280350357	1.293153861	1.306085399	1.319146253	1.332337716	1.345661093	1.359117704	1.372708881	1.38643597	1.40030033	1.414303333	1.428446366	1.44273083	1.457158138	1.47172972	1.486447017	1.501311487	1.516324602	1.531487848	1.546802726	1.562270754	1.577893461	1.593672396	1.60960912	1.625705211	1.641962263	1.658381886	1.674965704	1.691715361	1.708632515	1.72571884	1.742976029	1.760405789	1.778009847	1.795789945	1.813747845	1.831885323	1.850204176	1.868706218
3.695717665	3.732674842	3.77000159	3.807701606	3.845778622	3.884236408	3.923078772	3.96230956	4.001932656	4.041951982	4.082371502	4.123195217	4.164427169	4.206071441	4.248132155	4.290613477	4.333519612	4.376854808	4.420623356	4.464829589	4.509477885	4.554572664	4.600118391	4.646119575	4.69258077	4.739506578	4.786901644	4.83477066	4.883118367	4.931949551	4.981269046	5.031081737	5.081392554	5.13220648	5.183528544	5.23536383	5.287717468	5.340594643	5.394000589	5.447940595
3.806093268	3.844154201	3.882595743	3.9214217	3.960635917	4.000242276	4.040244699	4.080647146	4.121453617	4.162668154	4.204294835	4.246337784	4.288801161	4.331689173	4.375006065	4.418756125	4.462943687	4.507573124	4.552648855	4.598175343	4.644157097	4.690598668	4.737504654	4.784879701	4.832728498	4.881055783	4.929866341	4.979165004	5.028956654	5.079246221	5.130038683	5.18133907	5.23315246	5.285483985	5.338338825	5.391722213	5.445639435	5.50009583	5.555096788	5.610647756
2.319479773	2.342674571	2.366101316	2.38976233	2.413659953	2.437796552	2.462174518	2.486796263	2.511664226	2.536780868	2.562148677	2.587770163	2.613647865	2.639784344	2.666182187	2.692844009	2.719772449	2.746970174	2.774439875	2.802184274	2.830206117	2.858508178	2.88709326	2.915964192	2.945123834	2.974575073	3.004320823	3.034364032	3.064707672	3.095354749	3.126308296	3.157571379	3.189147093	3.221038564	3.253248949	3.285781439	3.318639253	3.351825646	3.385343902	3.419197341
2.932542685	2.961868112	2.991486793	3.021401661	3.051615678	3.082131834	3.112953153	3.144082684	3.175523511	3.207278746	3.239351534	3.271745049	3.304462499	3.337507124	3.370882196	3.404591018	3.438636928	3.473023297	3.50775353	3.542831065	3.578259376	3.61404197	3.650182389	3.686684213	3.723551055	3.760786566	3.798394432	3.836378376	3.87474216	3.913489581	3.952624477	3.992150722	4.032072229	4.072392951	4.113116881	4.15424805	4.19579053	4.237748436	4.28012592	4.322927179
